,Comentarios,Depresivo,TweetPre,Idioma
6323,Puede ser q termines algún puto partido con 11 madre De Dios,0,puede ser q termines algun puto partido con madre de dios,es
6324,gente hermosa y bella ya arrancamos venite yaaaaa https://t.co/VzgWoGqr1H,0,gente hermosa y bella ya arrancamos venite yaaaaa,es
6325,Pq no se ve en un espejo mejor??? Idiotona mae.,0,pq no se ve en un espejo mejor idiotona mae,es
6326,@dannaapereez @sergiorocaa pues cuando se te calienten t los quitas,0,pues cuando se te calienten t los quitas,es
6327,@Caroca_hc Cuénteme el por qué de esos Twitte últimamente...,0,cuenteme el por que de esos twitte ultimamente,es
6330,"por cierto quiero añadir que adoro el euskera, me parece el idioma mas bonito❤️💚🤍",0,por cierto quiero anadir que adoro el euskera me parece el idioma mas bonito,es
6331,Mtra de Física váyase a la vrga,0,mtra de fisica vayase la vrga,es
6334,"Me sudan la polla Pedro y el que le entrevista, Ana https://t.co/Cek1VMpG49",0,me sudan la polla pedro y el que le entrevista ana,es
6335,El problema que tiene este hombre es muygrave ya https://t.co/Bz7RJGx75P,0,el problema que tiene este hombre es muygrave ya,es
6336,"#Lottoresultado del 10/11/2022

(Resultado oficial para la República de Venezuela) 

SORTEO #4282

04:30 PM - 06 RANA

#Venezuela #lottoactivo https://t.co/x4YQlPfwpg",0,lottoresultado del resultado oficial para la republica de venezuela sorteo pm rana venezuela lottoactivo,es
6338,El peor profeta de la historia habló de nuevo. https://t.co/jltPdNX8tQ,0,el peor profeta de la historia hablo de nuevo,es
6339,"@ays0205 @881Ehsas @semaergenekonn Yo he empezado a ver Martín Pescador a la vez que Yargi, y es como si entrara en otra atmósfera, hay tristeza , situaciones duras como la noche de bodas, no de abusos, sino porque él .....pero nada que ver con lo que se ha convertido Yargi, en 9 capítulos, Neva, Cey, Ilg, Pars,",0,yo he empezado ver martin pescador la vez que yargi y es como si entrara en otra atmosfera hay tristeza situaciones duras como la noche de bodas no de abusos sino porque el pero nada que ver con lo que se ha convertido yargi en capitulos neva cey ilg pars,es
6341,"#SALUD | Conoce las #vacunasinhalables contra #Covid19

VER NOTA: https://t.co/dH9847FFZb https://t.co/RnCpDqwNoA",0,salud conoce las vacunasinhalables contra covid ver nota,es
6343,Presidente del Senado afirmó que censistas no fueron capacitados y que existió un error de cálculo https://t.co/MIUDUr9ACQ a través de @rnpy920am @Senadores,0,presidente del senado afirmo que censistas no fueron capacitados y que existio un error de calculo traves de,es
6344,"Oye @CFEmx por qué están cobrando arreglos que no son en un domicilio específico, es falla de ustedes y cobran en la madrugada??? Es la segunda vez que lo hacen",0,oye por que estan cobrando arreglos que no son en un domicilio especifico es falla de ustedes y cobran en la madrugada es la segunda vez que lo hacen,es
6345,"@sebasnarvaezm @Nelsonalarcon74 Eres un niño con sobrepeso, eso es verdad",0,eres un nino con sobrepeso eso es verdad,es
6347,La gripe viendo cómo tomas amoxicilina https://t.co/MJJZBIMpQ8 https://t.co/0TypaCboOw,0,la gripe viendo como tomas amoxicilina,es
6352,@Lineamadrid Pues lo q t estoy diciendo q el teléfono no atienden y q esto es una 💩,0,pues lo q t estoy diciendo q el telefono no atienden y q esto es una,es
6353,"@biobio Tan inteligente y sagaz que es el presidente... Como dirigente estudiantil y  diputado no había terrorismo, como presidente demoró 8 meses en darse cuenta",0,tan inteligente y sagaz que es el presidente como dirigente estudiantil y diputado no habia terrorismo como presidente demoro meses en darse cuenta,es
6355,Quien para el 11/11¿?,0,quien para el,es
6357,No voy ni cobrando a la noche extra de la doma,0,no voy ni cobrando la noche extra de la doma,es
6360,"Y tampoco os habéis dejado nada, hasta los retroanalisis de @RetroCabeza están presentes 👏👏👏👏 https://t.co/4FEVoklGq4",0,y tampoco os habeis dejado nada hasta los retroanalisis de estan presentes,es
6361,¡Sin miedo al éxito! Calderón pide a organizadores que marcha en defensa del INE llegue al Zócalo https://t.co/vlKiFFYba7 vía @SinLinea_Mx,0,sin miedo al exito calderon pide organizadores que marcha en defensa del ine llegue al zocalo via,es
6363,Señora rola https://t.co/fNktffKoXr,0,senora rola,es
6365,@PaytonPrince5 Futanaridolly,0,futanaridolly,es
6366,@LuchoGarram Porque qué hay ahí ?,0,porque que hay ahi,es
6368,"@angelesferriz @JuanMa_Moreno @psoedeandalucia Más que toma de posesión, fué toda una entronización.",0,mas que toma de posesion fue toda una entronizacion,es
6369,@_laautaroo_ conste q vos me autorizaste… vos t haces responsable de los dientes,0,conste q vos me autorizaste vos t haces responsable de los dientes,es
6370,Hoy ese fifas se veía bien guapo,0,hoy ese fifas se veia bien guapo,es
6372,"⚽️ Qatar 2022: Sadio Mané podría estar presente en el Mundial con Senegal.
https://t.co/QcUeEmJXqa",0,qatar sadio mane podria estar presente en el mundial con senegal,es
6373,@dhernandezlarez @comandomochima @vladimirpadrino @REDI_llanos002 @REDICentral_ @REDI_OCC @Redi_andes @venezuelaazul9 @Redi_Capital2 @Guayana_Invicta @REDI__ORIENTAL Por una Venezuela libre de Drogas. ¡Venceremos!🇻🇪👊,0,por una venezuela libre de drogas venceremos,es
6374,"@willaxtv Delincuentes, basura de la política",0,delincuentes basura de la politica,es
6375,"Victor Gabriel, misericórdia https://t.co/bDWAb9ZfFQ",0,victor gabriel misericordia,es
6376,"Para alabar o criticar un premio Guinnes concedido a alguna curiosa y sobre todo cara «hazaña» relacionada con Venezuela, hay que observar con pausa desde donde se ha promovido y financiado esa  «hazaña» y con qué intenciones.",0,para alabar o criticar un premio guinnes concedido alguna curiosa y sobre todo cara hazana relacionada con venezuela hay que observar con pausa desde donde se ha promovido y financiado esa hazana y con que intenciones,es
6379,@eduardolevitm Aparte también con su mamada en YouTube Quepedo ella no era así jajaja,0,aparte tambien con su mamada en youtube quepedo ella no era asi,es
6381,@lucas_viggiano @AtaqueFutbolero En el 2010 Muller saco a pasear a Otamendi y nadie dice nada.,0,en el muller saco pasear otamendi y nadie dice nada,es
6382,Ojala lo de gorda fuera por mi embarazo 🥲,0,ojala lo de gorda fuera por mi embarazo,es
6383,"El chocolate negro es un delicioso afrodisíaco que se utiliza desde hace siglos. Contiene feniletilamina (PEA), que es producida en grandes cantidades cuando uno está 

#10Nov @coromoto_gaby @wilmaryass
#LeerDescoloniza https://t.co/iZJ7tfTGBX",0,el chocolate negro es un delicioso afrodisiaco que se utiliza desde hace siglos contiene feniletilamina pea que es producida en grandes cantidades cuando uno esta nov leerdescoloniza,es
6384,que sueño en clase de ballet porfavor,0,que sueno en clase de ballet porfavor,es
6385,Lo de los directores hombres haciendo películas supuestamente feministas para que luego rocen el esperpento y el machismo es para que se lo hagan mirar o para que directamente dejen de hacer cine de mujeres.,0,lo de los directores hombres haciendo peliculas supuestamente feministas para que luego rocen el esperpento y el machismo es para que se lo hagan mirar o para que directamente dejen de hacer cine de mujeres,es
6387,Que así sea.#justicia https://t.co/Rde9iAR221,0,que asi sea justicia,es
6388,me arruinaste la ilusión aunque no fuera tu intención,0,me arruinaste la ilusion aunque no fuera tu intencion,es
6389,"@xabigarmendia Te veo demasiado optimista, y eso me da un poco de miedo 😉😜😂😂😂😂",0,te veo demasiado optimista y eso me da un poco de miedo,es
6390,@accpaulaa Veni que nos re cagamos a piñas,0,veni que nos re cagamos pinas,es
6391,La carrera del Pacha Espino si un ojeador borracho del Cadiz no hubiera bebido de más ese día https://t.co/ezoxWheLtJ,0,la carrera del pacha espino si un ojeador borracho del cadiz no hubiera bebido de mas ese dia,es
6392,"@confirmadonet La cosas cuando nacen torcidas, raramente se enderezan.  Gobierno DumbAy",0,la cosas cuando nacen torcidas raramente se enderezan gobierno dumbay,es
6393,Buenísimas noches mis querid@s amig@s. Y como cada noche os quiero desear todo lo mejor. Que seáis muy felices y descanséis. Os mando un puchao de besos y abrazos🥰💋🫂🤗🥰🤗💜🫂💋. Hasta mañana💜❤️ https://t.co/DgoByQBhrs,0,buenisimas noches mis y como cada noche os quiero desear todo lo mejor que seais muy felices y descanseis os mando un puchao de besos y abrazos hasta manana,es
6394,@CrisPilar51 @Fabitoh69 @Marcelo17283 Buscando especias.,0,buscando especias,es
6396,"@jjaviervazquez Esto va a acabar mal .Ojalá me equivoque .Esa exposición obscena le pasará factura 
@jjaviervazquez",0,esto va acabar mal ojala me equivoque esa exposicion obscena le pasara factura,es
6397,@imnobodydd El peor enemigo de un peruano SIEMPRE es otro peruano… 🥑🥑🥑,0,el peor enemigo de un peruano siempre es otro peruano,es
6398,@serrato_1 Me da mucho gusto leer esto😍,0,me da mucho gusto leer esto,es
6399,Lindo para ir a bigotes esta noche con leo  y los chicos,0,lindo para ir bigotes esta noche con leo y los chicos,es
6400,guena po,0,guena po,es
6401,@KBarciella Espero 🙌,0,espero,es
6402,@cannedmemories Una cosa... Cuántos años está durando este tour?,0,una cosa cuantos anos esta durando este tour,es
6403,Andan lengudiando y después son los primeros en hablarte 🤦🏾‍♀️,0,andan lengudiando y despues son los primeros en hablarte,es
6404,"No dura un día viva mor, aquí nos hundimos las dos 😂🤣 https://t.co/EtIPMrhsaK",0,no dura un dia viva mor aqui nos hundimos las dos,es
6405,@marijovcp Hoy es presidenta en funciones.,0,hoy es presidenta en funciones,es
6406,"Si baila conmigo, la araña cayó a la red.",0,si baila conmigo la arana cayo la red,es
6407,3/3 Gracias a la embajada de Reino Unido en nuestro país @ukinmexico y al @CongresoOaxaca_ por hacer esta actividad posible. fortalecer el trabajo legislativo de ambos congresos. https://t.co/G119CO7xZw,0,gracias la embajada de reino unido en nuestro pais y al por hacer esta actividad posible fortalecer el trabajo legislativo de ambos congresos,es
6409,@JCRIVEROTV Por cierto Riverito algo que decir a lo que esté sujeto dice de ... A ver nacido en el país Vasco sería miembro de ETA ohhh acaso eso también te parece correcto ...,0,por cierto riverito algo que decir lo que este sujeto dice de ver nacido en el pais vasco seria miembro de eta ohhh acaso eso tambien te parece correcto,es
6412,@endemianado Me despierto de soñar con mi ex en la siesta y vi tu tuit... Gracias (?) 😔,0,me despierto de sonar con mi ex en la siesta y vi tu tuit gracias,es
6413,"🗣️ Al cierre de la visita de las comisiones de la @AsambleaCuba se realiza un intercambio con la dirección de la @AMPPCienaga y el Intendente municipal donde se expuso los resultados del intercambio con las entidades y la población y se realizaron recomendaciones.

#PoderPopular https://t.co/SZKUrbG8jQ",0,al cierre de la visita de las comisiones de la se realiza un intercambio con la direccion de la y el intendente municipal donde se expuso los resultados del intercambio con las entidades y la poblacion y se realizaron recomendaciones poderpopular,es
6414,"@Ana_now1 No siempre, pero la flacidez por desgracia, sí 😅",0,no siempre pero la flacidez por desgracia si,es
6415,@RENE_ESCALONA Así lo entiendo querido René,0,asi lo entiendo querido rene,es
6416,@fernibest @telemadrid Gracias compañero,0,gracias companero,es
6417,Gran celebración del 60 Aniversario de la #UPRH https://t.co/gTBnnns187 https://t.co/glEWOnyUzc,0,gran celebracion del aniversario de la uprh,es
6418,@NicoVegaDiez Falta pablo torre y mingueza,0,falta pablo torre y mingueza,es
6419,Este es el chiste del día decir que @AlvaroUribeVel no ha cometido ningún delito es como esperar que llueva para arriba es evidente que pretenden tapar la realidad y la huella dolorosa que dejó el para el país Uribe es el dolor de cabeza de todo Colombia no coman cuento https://t.co/p37UQifsGt,0,este es el chiste del dia decir que no ha cometido ningun delito es como esperar que llueva para arriba es evidente que pretenden tapar la realidad y la huella dolorosa que dejo el para el pais uribe es el dolor de cabeza de todo colombia no coman cuento,es
6420,Quiero comer carls jr 😿,0,quiero comer carls jr,es
6421,@Caracol_Cali No sé porque me acordé de esta señora 🤔 https://t.co/b9IzgaDUuy,0,no se porque me acorde de esta senora,es
6422,Lo que me provoca un helado,0,lo que me provoca un helado,es
6423,@gubigo Siguen sin hacerles nada a esos hp's. Disque piden perdón y ya ...,0,siguen sin hacerles nada esos hp s disque piden perdon y ya,es
6424,@andreabb85 @CatalinaSuarezB @PartidoVerdeCoL Resulta que también bloqueo gente que voto por ella la cual no pertenece a su club de fans y en cambio si le cuestionaron lo sucedido con el impuesto a las iglesias 🤷🏻‍♀️ pero bueno! Va bien el club de fans! Adelante!,0,resulta que tambien bloqueo gente que voto por ella la cual no pertenece su club de fans y en cambio si le cuestionaron lo sucedido con el impuesto las iglesias pero bueno va bien el club de fans adelante,es
6425,"@estebanmena67 ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,es hoy wakanda sera por siempre pero la espera no panteranegra wakanda por siempre ya esta en cines consigue tus tickets ahora,es
6426,"@goku0495 ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,es hoy wakanda sera por siempre pero la espera no panteranegra wakanda por siempre ya esta en cines consigue tus tickets ahora,es
6428,"@Datov_ Yo amo la cumbia y las caguamas 

Lo demás, se lo atribuyo a ser de pueblo y norteña",0,yo amo la cumbia y las caguamas lo demas se lo atribuyo ser de pueblo y nortena,es
6429,@gabrielrufian No te puedes perder del mapa ??,0,no te puedes perder del mapa,es
6432,"@bjs_alejo2 Estaba saliendo del colegio, no me lo podía creer",0,estaba saliendo del colegio no me lo podia creer,es
6434,Como que si yo tengo su tiempo!,0,como que si yo tengo su tiempo,es
6435,"Ya lo saben amigos y amigas, para combatir los efectos del envejecimiento y los radicales libres, lo mejor es hacerlo con el sabor y color de nuestras amigas, las frutas y verduras.

¡Consume 2 porciones de frutas y 3 de verduras, todos los días!",0,ya lo saben amigos y amigas para combatir los efectos del envejecimiento y los radicales libres lo mejor es hacerlo con el sabor y color de nuestras amigas las frutas y verduras consume porciones de frutas y de verduras todos los dias,es
6436,Rip Charlie estara vacio su set :(,0,rip charlie estara vacio su set,es
6437,@loretapi Que tengas un día excelente y no tan frío,0,que tengas un dia excelente y no tan frio,es
6438,"ando actualizando mis paneles, me gusta como se mira 🫡 honores a @DanoHyuga por el dibujo de 'sobre mi' gracias we https://t.co/OsV4MEWFKq",0,ando actualizando mis paneles me gusta como se mira honores por el dibujo de sobre mi gracias we,es
6439,"@Lean_RG @ElLauchaOkey Y recién agregó:""yo estoy tranqui y si no me salvan y quedo a la votación...se que me bancan y olvídate, se viene un Juan con todo!""",0,y recien agrego yo estoy tranqui y si no me salvan y quedo la votacion se que me bancan y olvidate se viene un juan con todo,es
6440,@mikelcidv Va a ser como el de globos de @IbaiLlanos ?,0,va ser como el de globos de,es
6442,"@ELTIEMPO Obvio, tienen mucho poder para hacer ""lobby"" y movieron cielo y tierra -Literalmente- hasta que lo lograron.",0,obvio tienen mucho poder para hacer lobby y movieron cielo y tierra literalmente hasta que lo lograron,es
6443,@JaroCeleste Pues a quien sigues ….. A mi no me llega ni una chichita,0,pues quien sigues mi no me llega ni una chichita,es
6444,"@Tree23937893 @FachaFlauta_ Sin defensa no hay Nación. Como crees q las Naciones protegen su modo de vida, sus derechos, libertades, etc?",0,sin defensa no hay nacion como crees q las naciones protegen su modo de vida sus derechos libertades etc,es
6445,Que se abra un agujero en la tierra que se trague Qatar antes de que empiece. https://t.co/JMlAN3YlPP,0,que se abra un agujero en la tierra que se trague qatar antes de que empiece,es
6446,tngo estas gafas literalmente https://t.co/MukykjvJqC,0,tngo estas gafas literalmente,es
6448,"@itabustamante1 Miedo debes tener tú, que has hecho un negocio aluado con Indecopi en contra de las empresas",0,miedo debes tener tu que has hecho un negocio aluado con indecopi en contra de las empresas,es
6449,Quiero estar con ella 🫥,0,quiero estar con ella,es
6451,"11. LA OTAN, PUTIN Y LA GUERRA DE UCRANIA EN LOS MEDIOS DE COMUNICACIÓN
Hoy vemos, verbigracia, cómo intentan en gran medida un mundo de la realidad superflua con el caso de Ucrania. Todo esto va acompañado de la invención de un montón de doctrinas e ideales falsos. https://t.co/Ma1GYDLsLp",0,la otan putin y la guerra de ucrania en los medios de comunicacion hoy vemos verbigracia como intentan en gran medida un mundo de la realidad superflua con el caso de ucrania todo esto va acompanado de la invencion de un monton de doctrinas e ideales falsos,es
6452,"Julián, @Kalo_XY y @segaforever30 estarían muy orgullosos de mi, eso está claro https://t.co/CkdWdOXxkn",0,julian y estarian muy orgullosos de mi eso esta claro,es
6453,"@DaemonTX @CFKArgentina @IreneMontero Por qué crees q Mariano PP amaba el peronismo? 
Hagas el mal q hagas nunca irás preso. A q crees q fue feijoo,a visitar argentina para comer una buena barbacoa? Hay q aprender de los mejores!",0,por que crees q mariano pp amaba el peronismo hagas el mal q hagas nunca iras preso q crees q fue feijoo visitar argentina para comer una buena barbacoa hay q aprender de los mejores,es
6454,@Orapixel Es la segunda cosa más horrible que he visto y que desearía borrar de mi mente,0,es la segunda cosa mas horrible que he visto y que desearia borrar de mi mente,es
6455,@BgarciaBarros Es tremendo...y la gasolina de nuevo subiendo.,0,es tremendo y la gasolina de nuevo subiendo,es
6457,@noticias_oromar Es un sinico este pobre hijo de puta maldito,0,es un sinico este pobre hijo de puta maldito,es
6458,"#Lodijo Nuestro MG @GNBCmdtGral ""Tal día como hoy, hace 21 años nuestro Cmdte. Eterno Hugo Chávez, llevó la voz de los pueblos ante la ONU, exhortando a la reflexión y al impulso para la conducción de los caminos de la paz absoluta"" #LeerDescoloniza
#FILVEN2022 #10Nov https://t.co/vT4FA9W2Pc",0,lodijo nuestro mg tal dia como hoy hace anos nuestro cmdte eterno hugo chavez llevo la voz de los pueblos ante la onu exhortando la reflexion y al impulso para la conduccion de los caminos de la paz absoluta leerdescoloniza filven nov,es
6459,@Viri_Rios Órale! Y cuéntanos cómo y en cuánto tiempo llegaste del AICDMX a la Central Camionera Felipe Ángeles? Cuánto te cobró el Uber o equivalente? Dinos.,0,orale y cuentanos como y en cuanto tiempo llegaste del aicdmx la central camionera felipe angeles cuanto te cobro el uber o equivalente dinos,es
6461,@Angearl91 @Dant3211 Por que no ibas a entenderlo? jajsjdj,0,por que no ibas entenderlo jajsjdj,es
6462,pa q lo voy a decir https://t.co/IDsfZ9zrJn,0,pa q lo voy decir,es
6463,Que se hace 3 horas en un lugar donde no hay nada q hacer?,0,que se hace horas en un lugar donde no hay nada q hacer,es
6464,credo,0,credo,es
6465,"@KSatanismo Rey, las billeteras trezor y las ledger no existirían si el gobierno de verdad quisiera ir tras btc. Es muy difícil que puedan destruir btc sin dispararse en los pies... 
Les sale mejor comprar btc y holdear y ganarían lukas, como hizo el salvador",0,rey las billeteras trezor y las ledger no existirian si el gobierno de verdad quisiera ir tras btc es muy dificil que puedan destruir btc sin dispararse en los pies les sale mejor comprar btc y holdear y ganarian lukas como hizo el salvador,es
6467,"@ACeci2001 Dale gordiiiita, que sos una toraza. Vos podés. No queda nada, métele y ya vas a estar feliz haciendo lo que te gusta 💘💘💘",0,dale gordiiiita que sos una toraza vos podes no queda nada metele y ya vas estar feliz haciendo lo que te gusta,es
6469,@deliciaszury @cande_nina Me late!,0,me late,es
6470,"Después de algún momento, dejamos de preocuparnos por quién se va y quién se queda, y eso está bien.

#Frases #VamosBien https://t.co/4HaExKEOFw",0,despues de algun momento dejamos de preocuparnos por quien se va y quien se queda y eso esta bien frases vamosbien,es
6471,"@DatosDelLeon Con Ajá habría sido perfecto, pero hay que confiar en Geisson😩",0,con habria sido perfecto pero hay que confiar en geisson,es
6472,"@AntonioMaeso @Sergiopazos7 Crecimiento más alto y sosteniendo de la historia, la deuda, quede mide como % del PBI bajó mucho, en seguridad, ni ustedes se la creen,lo del maquillaje de cifras es escandaloso y en educación, la propuesta es que no repitan hasta estar demasiado avanzados par poder retomar",0,crecimiento mas alto y sosteniendo de la historia la deuda quede mide como del pbi bajo mucho en seguridad ni ustedes se la creen lo del maquillaje de cifras es escandaloso y en educacion la propuesta es que no repitan hasta estar demasiado avanzados par poder retomar,es
6473,"JAJAJAJJAJA nono esto es muy bueno, la primera vez q me rio desde la noticia https://t.co/TcidIz61Gr",0,nono esto es muy bueno la primera vez q me rio desde la noticia,es
6474,"No te puedes identificar tanto con el personaje, yo con Beatrice en esta escena: 

 #WarriorNun https://t.co/WYhvhw1R8l",0,no te puedes identificar tanto con el personaje yo con beatrice en esta escena warriornun,es
6476,"Jajajaja. Se fue a formar otra organización política nueva para defender los humildes,  los LGTBIHG, y  al planeta,  de las elites y para ser progress. Uff.",0,se fue formar otra organizacion politica nueva para defender los humildes los lgtbihg y al planeta de las elites y para ser progress uff,es
6477,amo que prefieran ir a comer en lugar de hacer intercambio,0,amo que prefieran ir comer en lugar de hacer intercambio,es
6478,"@VanyaThais @polifonesco Le jode porque ellos se van a pie a otros países, en balsas y no en aviones como los ""blanquitis"".",0,le jode porque ellos se van pie otros paises en balsas y no en aviones como los blanquitis,es
6480,"Él le dice ""Thiaguito"" y el otro enojado y triste, yo asi no puedo.. 😢💔 #Nachiago #GH22 #GH2022 #GranHermano #StopCensuraGHArg https://t.co/TxRXKNsw4r",0,el le dice thiaguito y el otro enojado y triste yo asi no puedo nachiago gh gh granhermano stopcensuragharg,es
6481,"nunca pensé que lo diría pero AZIZ, TE AMO #DuyBeni",0,nunca pense que lo diria pero aziz te amo duybeni,es
6482,¿Quieres conocer más acerca de la vanguardia tecnológica relacionada al cannabis medicinal?. Entonces  no te puedes perder  este sábado 12 y domingo 13 donde estaremos presentes en el evento de crytomonedas más importante del mundo en Costa Salguero. https://t.co/AHPnrPZ0Ep,0,quieres conocer mas acerca de la vanguardia tecnologica relacionada al cannabis medicinal entonces no te puedes perder este sabado y domingo donde estaremos presentes en el evento de crytomonedas mas importante del mundo en costa salguero,es
6483,War Thunder en Español :D https://t.co/J2UXmiz0bQ a través de @YouTube,0,war thunder en espanol d traves de,es
6484,@hosmerysalazar ¡Feliz cumpleaños! 🎈 espero que te lo pases genial 🙂😘❤️❤️❤️,0,feliz cumpleanos espero que te lo pases genial,es
6485,"Si encubres a esta basura, eres un asesino.
Información sobre el paradero de este inservible y peligro para cualquier ser vivo 

Se hará justicia por propia mano con severidad

https://t.co/cLwypbuCoJ",0,si encubres esta basura eres un asesino informacion sobre el paradero de este inservible y peligro para cualquier ser vivo se hara justicia por propia mano con severidad,es
6486,Cumplo 24 años y quiero besar a 24 personas,0,cumplo anos y quiero besar personas,es
6487,@Yulis74417633 @FedericoGarzo19 @RevistaSemana El peso bajó por culpa del imperio yanqui pero ya tiemblan frente al discurso de nuestro presidente! Ya no van a arruinar las economías. Pronto será delito mentir sobre nuestro presidente y los uribestias irán a la cárcel!,0,el peso bajo por culpa del imperio yanqui pero ya tiemblan frente al discurso de nuestro presidente ya no van arruinar las economias pronto sera delito mentir sobre nuestro presidente y los uribestias iran la carcel,es
6488,"¡Este es #XBuyerTeam, el equipo de @1996Javi y @ericruiiz! 🔥

¡Bienvenidos a la #KingsLeague! 👏

⚽️Presentación en vivo: https://t.co/bk3qywNuWN https://t.co/MB2ZKqWDZ5",0,este es xbuyerteam el equipo de y bienvenidos la kingsleague presentacion en vivo,es
6489,@esotambien_ Es un desafío muy duro pero de los más lindos para sentirse autosuficiente! Siempre pa delante!,0,es un desafio muy duro pero de los mas lindos para sentirse autosuficiente siempre pa delante,es
6490,"@andoniotxo_ Gabon Andoni, me encantan tus análisis. Al q no les guste, tan fácil como silenciarte. Y tu haz lo mismo con los q faltan el respeto. Y los q sigan erre q erre, les bloqueas!!!",0,gabon andoni me encantan tus analisis al q no les guste tan facil como silenciarte y tu haz lo mismo con los q faltan el respeto y los q sigan erre q erre les bloqueas,es
6491,"@erikaleyva89 te mando hartos abrazos y todo eso mi vale, pásala boni con los osos polares ❤️❤️❤️",0,te mando hartos abrazos y todo eso mi vale pasala boni con los osos polares,es
6492,@karlarboledas Yo creo que si,0,yo creo que si,es
6493,"@Liverpoologia @gab___c Nunca en la vida.

Puta Petro.",0,nunca en la vida puta petro,es
6494,@PedroMLozano Especialistas en desaprovechar oportunidades históricas.,0,especialistas en desaprovechar oportunidades historicas,es
6495,Pueblo Informado NO lo llevan a la Marcha !!! https://t.co/leGfwYkoi5,0,pueblo informado no lo llevan la marcha,es
6497,"@FJNF29 @lomerosenlinea @donchanlatte @hanletlamacana @juansanjurjo6 @eljuegofm1 @josemsantana__ @AmbiorixCLM @Johan_Polanco06 @hgomez27 @elviejomode Monte Grande, tierra de peloteros y ciudadanos comprometidos, @Eduardrtg te hablan, pero también estará toda la provincia Dajabón recibiendo a @JRODshow44",0,monte grande tierra de peloteros y ciudadanos comprometidos te hablan pero tambien estara toda la provincia dajabon recibiendo,es
6498,Al final me han desliado,0,al final me han desliado,es
6499,@a_lacutre ¿Vamos a tener en la tele la hora de discursitos estilo Fidel Castro arengando al pueblo? ¿En todas las radios y televisiones al mismo tiempo como el parte de Radio Nacional de España? (¡¡Retroceder 80 años en la historia!!),0,vamos tener en la tele la hora de discursitos estilo fidel castro arengando al pueblo en todas las radios y televisiones al mismo tiempo como el parte de radio nacional de espana retroceder anos en la historia,es
6501,"Sin duda, el tiempo es el mejor artista. https://t.co/tHD8IiaHDD",0,sin duda el tiempo es el mejor artista,es
6504,q miedo ya está quedando la caga con el music bank,0,q miedo ya esta quedando la caga con el music bank,es
6506,Juro que así estoy https://t.co/afbwKXBSQP,0,juro que asi estoy,es
6508,@PabloGomez1968 Y hoy el dictadorzuelo quiere poner a Bartlett o a sus fiscal carnal,0,y hoy el dictadorzuelo quiere poner bartlett o sus fiscal carnal,es
6509,"—Suspira porque sí, pero necesita quejarse o sigue estancado, como si se pensara que puede olvidarla. Que Sophie tiene que naser.— https://t.co/uIYTcqMcVb",0,suspira porque si pero necesita quejarse o sigue estancado como si se pensara que puede olvidarla que sophie tiene que naser,es
6510,@montt_manuela @lolaguba y hablar sobre la vida. https://t.co/Lz6UWNDnsG,0,y hablar sobre la vida,es
6511,"@LasernaBogota @andreanimalidad ¿Podría explicarme sin prejuicios, por qué ""ponerle impuestos a las iglesias tiene todo el sentido del mundo""? ¿A qué impuestos se refiere? ¿Por qué impuestos a las ""iglesias"" SÍ, siendo ellas parte de las ESAL, pero a partidos políticos NO, estando en la misma categoría?",0,podria explicarme sin prejuicios por que ponerle impuestos las iglesias tiene todo el sentido del mundo que impuestos se refiere por que impuestos las iglesias si siendo ellas parte de las esal pero partidos politicos no estando en la misma categoria,es
6513,"@MARIAVOTOTHEEND @edgardserrano @lacyberadio Ya Jueves Edgar!!!
Feliz día!!!
@edgardserrano 
@lacyberadio 
Voto por #Cibeles de Luis Cepeda para #FavoritasLacyberadio #YoEscuchoLacyberadio
🙏🏼🙏🏼",0,ya jueves edgar feliz dia voto por cibeles de luis cepeda para favoritaslacyberadio yoescucholacyberadio,es
6514,Soy el unico que ve que los recortaron y pusieron en otro fondo? https://t.co/pSao3qTaQI,0,soy el unico que ve que los recortaron y pusieron en otro fondo,es
6515,@guruchuirer A niños y jóvenes no. En el caso de adultos mayores.deberia de ser solo para el sector menos favorecido económicamente. Y en el caso de discapacidad reducirla al 50% e incrementar los servicios de salud al máximo y gratuidad cómo en el seguro popular,0,ninos y jovenes no en el caso de adultos mayores deberia de ser solo para el sector menos favorecido economicamente y en el caso de discapacidad reducirla al e incrementar los servicios de salud al maximo y gratuidad como en el seguro popular,es
6516,"@ArielSqueff1977 Que tremendos HdeMP 
No tienen Perdon de Dios !",0,que tremendos hdemp no tienen perdon de dios,es
6518,"@car81548938 Buenas noches juankar , feliz descanso mi querido amigo 😘😘💖💖💫✨🌟",0,buenas noches juankar feliz descanso mi querido amigo,es
6519,"Tengo ganas de una cena así con musiquita tranqui, boleritos románticos ❤️",0,tengo ganas de una cena asi con musiquita tranqui boleritos romanticos,es
