,Comentarios,Depresivo,TweetPre,Idioma
184,“Los tatas de las tostadas” “ tacos Benito Carlos “ “ el pinche “ … que penita en serio la publicidad y el mercadeo de los emprendimientos en Guate 🙄,0,tatas tostada taco benito carlos pinche penita serio publicidad mercadeo emprendimientos guate,es
185,@lacted Uy acá en IV está mala mala !!  Baje un momento a Caguas y allí corrió mejor,0,uy aca iv mala mala baje momento caguas alli corrio mejor,es
186,Quiero verga ...Estoi al norte de Guayaquil,0,quiero verga estoi norte guayaquil,es
187,@GrinerVega @irindincuatro por ahora!!!,0,ahora,es
188,@alonzo_fenix Quien fuera tu compañero de trabajo,0,companero trabajo,es
190,La vida es triste sin pantalla secundaria =(,0,vida triste pantalla secundaria,es
191,Yo siempre decía que nunca me iba a volver adicto a Tiktok y ahí estoy mis tres horas diarias.,0,siempre decia nunca iba volver adicto tiktok ahi tres horas diarias,es
193,"@Sturmokr_ « palabras cargadas de la determinación que tanto seducía a Ryohei. Al notar que era todo lo contrario a lo que creyó en un inicio, su corazón dió un vuelco y una oleada de alivio invadió el pecho del guardián del sol.

No tardó un instante en desplazar dicha mano a la »",0,palabras cargadas determinacion seducia ryohei notar contrario creyo inicio corazon dio vuelco oleada alivio invadio pecho guardian sol tardo instante desplazar dicha mano,es
196,Confirmen si todos se están enfermando?🤧🤒,0,confirmen si estan enfermando,es
197,@En_jupiter_ 10 de diciembre,0,diciembre,es
198,"Se van todas las empresas de Catalunya.
España es un infierno fiscal. https://t.co/ZEjuYrPJFt",0,van toda empresas catalunya espana infierno fiscal,es
199,@LuisOmarTapia Apoco Raúl Jiménez ah jugado mucho en este año o cuántos goles ah hecho son puras oh Rogelio cuánto tiempo se pasó sin jugar cuántos goles  Santiago Jiménez ah demostrado que está en mejor momento que los dos son puras escusas baratas,0,apoco raul jimenez ah jugado ano cuantos goles ah hecho puras oh rogelio cuanto tiempo paso jugar cuantos goles santiago jimenez ah demostrado mejor momento do puras escusas baratas,es
202,@yamsmed Yo me quiero esos 2 para el sábado !  Puedes venderme los y con eso comprar los del viernes !! Por faa 🙏🏻,0,quiero sabado puedes venderme comprar viernes faa,es
203,@iroelsanchez #Canada es más seguro que #Cuba para los estado unidenses. Ni visas necesitan. Pueden ir en sus propios carros y el idioma es el mismo. #BAHAMAS  es el paraíso tropical preferido por los estado unidenses. Así que no es cierto tu comentario. Jjjj,0,canada ma seguro cuba unidenses visa necesitan pueden ir propios carros idioma mismo bahamas paraiso tropical preferido unidenses asi cierto comentario,es
204,@ElioM1991 @RACApologetica No entendió nada..eso pasa cuando se esta tan lejos de Jesús...por eso su comentario es  anodino..,0,entendio pasa tan lejos jesus comentario anodino,es
205,"@gigilagos Yo digo están pactadas, logran verse effortless",0,digo estan pactadas logran verse effortless,es
207,✨✨✨✨✨estoy manifestando✨✨✨✨✨ https://t.co/4EAVprMEeb,0,manifestando,es
208,me rrrre gusta poner estados en instagram porque me hace flashear msn,0,rrre gusta poner instagram hace flashear msn,es
209,Tan mal no creo vale. Todavía queda año pa ver que sale https://t.co/vpOXcLhKCl,0,tan mal creo vale todavia queda ano pa ver sale,es
210,"⠀⠀⠀qué adorable se ve el rojo, bueno el de paso procederá a hacer la mimicion, que ya le dio sueño. https://t.co/QoSgHhoF1t",0,adorable ve rojo bueno paso procedera hacer mimicion dio sueno,es
212,"Bicicleta Winner Montaña, bicicleta Graziella Montaña... yo busco una bicicleta penillanura suavemente ondulada. Sale?",0,bicicleta winner montana bicicleta graziella montana busco bicicleta penillanura suavemente ondulada sale,es
213,Esta hora aquí en el trabajo es super muerta.,0,hora aqui trabajo super muerta,es
214,@Mariaaramireez5 emplam yo te llamado puta? JQHAKHAKAH,0,emplam llamado puta jqhakhakah,es
215,@tomasrebord Hostia tío moló tu entrevista mogollón.. Estás haciendo al mundo más grande??..,0,hostia tio molo entrevista mogollon haciendo mundo ma grande,es
216,q bronca nadie m invita a tomar un heladito,0,q bronca nadie m invita tomar heladito,es
218,@JoseRaulMulino Y porqué un difunto tuvo que regresar plata ? Que hacía con plata del sin haber hecho absolutamente nada  ?,0,difunto regresar plata hacia plata haber hecho absolutamente,es
219,relájense tantito con el filler,0,relajense tantito filler,es
221,"▶ “¿Le tienen miedo a no llenar el Zócalo?”, preguntó @hamlet_almaguer a @kenialopezr sobre la marcha en defensa del @INEMexico. “Van a ir a marchar para defender los privilegios de @lorenzocordovav y @CiroMurayamaINE”, señaló el morenista.

#LaOctava con @luigicantu https://t.co/Bdx8Ke4SFk",0,miedo llenar zocalo pregunto marcha defensa van ir marchar defender privilegios senalo morenista laoctava,es
223,"@pintadoWR Kkkkkkkk porra colorido, trolla menos",0,kkk porra colorido trolla menos,es
225,"Queres jugarme un partidito ? Te espero esta noche en Stream 🔥

https://t.co/6WmPrtCAAg https://t.co/3Tw0JnAkKR",0,queres jugarme partidito espero noche stream,es
227,"@shooyolate Hasta aquí llegaron mis sueños, si es muy picante viviría en el baño 😭",0,aqui llegaron suenos si picante viviria bano,es
228,Canciones para hacer el delicioso super puerco parte 4 https://t.co/mrUq56nOB4,0,canciones hacer delicioso super puerco parte,es
229,@cobra_picks Irá por el premium?,0,ira premium,es
231,El Bernabéu Tifo de hoy: “Luchar hasta el final”. 🏟️⚔️ https://t.co/GeRFAho8Fm,0,bernabeu tifo hoy luchar final,es
232,La leña a vinicius debe parar ya,0,lena vinicius debe parar,es
233,"Y pensar que yo la tengo de ayuda emocional, con razón estoy mal de la cabeza ya",0,pensar ayuda emocional razon mal cabeza,es
234,"Yo no me cansaré nunca de decirlo, este es el gobierno que más daño ha hecho, y está haciendo, a la democracia española. 

Ni controles, ni trasparencia y del respeto a la separación de poderes ya ni hablamos. https://t.co/CzK12XViWt",0,cansare nunca decirlo gobierno ma dano hecho haciendo democracia espanola controles trasparencia respeto separacion poderes hablamos,es
235,"@ElRincondelMajo @ivnwarleggan Nah, te explico tenemos un primo en común le dicen El Lopen",0,nah explico primo comun dicen lopen,es
236,"@HostileGradenko me parece que cada quien puede hacer lo que quiera sin joder al resto, me da igual si aman a hitler",0,parece cada puede hacer quiera joder resto da igual si aman hitler,es
238,"@LaLigaenDirecto @RealBetis Es un dato heavy
Eso no quita que sea roja",0,dato heavy quita roja,es
239,Reventada pero con una carga menos,0,reventada carga menos,es
240,El ego que manejo porque la gente se anda preocupando mucho por mi vida personal!!! Manija Manija 🤪🤪dando cátedra a la plevellas jajaja,0,ego manejo gente anda preocupando vida personal manija manija dando catedra plevellas,es
241,"""Tenemos un nivel de inversión importante en Lanús. Pronto vamos a inaugurar el CDI de Chingolo con el Presidente""",0,nivel inversion importante lanus pronto vamos inaugurar cdi chingolo presidente,es
242,@AMLuengo Bloqueada la persona que te pasó la plata,0,bloqueada persona paso plata,es
243,los viajes cómodos son sin zapatos,0,viajes comodos zapatos,es
244,no resulto el plan A toca el B https://t.co/wPGUH30kbS,0,resulto plan toca b,es
246,@cynthiaT__T cómo se me estaban saliendo las lágrimas ayer Cynthia es quw,0,saliendo lagrimas ayer cynthia quw,es
248,"atardeceres en sliema, balluta o buggiba… me niego a superarlo🫶🏼 https://t.co/lJdy5L2rko",0,atardeceres sliema balluta buggiba niego superarlo,es
249,España...2022...sin comentarios! https://t.co/qGR4oV0ZB3,0,espana comentarios,es
250,"@Moon4Day Así, jaja ni pex lo bueno que existe la comida :S https://t.co/P0rSr6magJ",0,asi pex bueno existe comida s,es
251,ropa nueva= felicidad,0,ropa nueva felicidad,es
252,@Anny2sexlove hola bonita y preciosa @Anny2sexlove como estas lindo jueves para ti linda wow que lindo vestido negro transparente dejas mucho a la imaginacion de ver tu rico cuerpo se notan tus lindos pechos y algo mas besos https://t.co/PWHBjJ09lN,0,hola bonita preciosa lindo jueves linda wow lindo vestido negro transparente dejas imaginacion ver rico cuerpo notan lindos pechos ma besos,es
254,@dAcA_gUaTu @_el_Marce @Madre_d_bestias @ex_manoso Yo le dije,0,dije,es
255,"@reyyanftmiran Rectifico ""las compañías distribuidoras"" ¿Realmente discursan racismo a los diferentes pueblos indígenas por no extender invitaciones a sus líderes a una premiere donde aparece un personaje ficticio que toma elementos Mayas en su estética? (y en el comic es un mutante submarino)",0,rectifico companias distribuidoras realmente discursan racismo diferentes pueblo indigenas extender invitaciones lideres premiere aparece personaje ficticio toma elementos maya estetica comic mutante submarino,es
257,"“Yo voy a trabajar para eso”

Mi hermanito menor hablando de que él nos va a llevar a un Mundial. 🥺

No estoy llorando…",0,voy trabajar hermanito menor hablando va llevar mundial llorando,es
258,@GNBDVF61_TDA @FernandezAlayon @GNBVCostera @GNBCmdtGral Venceremos,0,venceremos,es
261,"@Rodrygt15 Que vaya gotze no significa nada amigo, pero te entiendo",0,vaya gotze significa amigo entiendo,es
262,"@joeeel21009 Juan dijo que quiere ir porque ""el que no arriesga no gana"" y OJALA lo arriesgue. (Igual para mí le sacan el privilegio de sacar a alguien)",0,juan dijo quiere ir arriesga gana ojala arriesgue igual sacan privilegio sacar alguien,es
263,Vaya éxito la vacuna española del COVID eh?,0,vaya exito vacuna espanola covid eh,es
264,@AmaliaRubio2020 @PacoCuenca Compañeros de verdad vais a permitir esta censura? @JoseantonioJun @PacoCuenca,0,companeros verdad vais permitir censura,es
266,Me está mirando con ojos seductores https://t.co/kL7qwTVZ9V,0,mirando ojos seductores,es
267,"@Spraga10 @kungfucandy5 Que esa Chiquita sea El Doble !!!!  En Nombre de Luquitas, Enormemente Agradecido !!!!",0,chiquita doble nombre luquitas enormemente agradecido,es
268,"@anastasiaelizb_ Ya que ustedes pueden todo por favor, hagan que el chocorramo vuelva a 500. 🙂🙂🙂",0,ustedes pueden favor hagan chocorramo vuelva,es
269,#TiemblaClaudia hay más cosas que nos urgen que andar pintando paredes,0,tiemblaclaudia ma cosas urgen andar pintando paredes,es
272,"———¡Buen día para usted también! 

Oh, era el chico amable del parque. https://t.co/XVlyzI12r0",0,buen dia usted tambien oh chico amable parque,es
273,Petro pa bruto esta solo y tierne mas cartones que un tugurioOJO ES MAS PELIGROSO POR LA LENGUA QUE POR EL FUSIL https://t.co/EUZk971C8J,0,petro pa bruto solo tierne ma cartones tugurioojo ma peligroso lengua fusil,es
274,Heladito de menta con mi mamá. &lt;3 https://t.co/zeXLzjHC3x,0,heladito menta mama lt,es
275,@NovaCiFi #LlegaElMetalPerdido y aún no me lo he pedido 😃,0,llegaelmetalperdido aun pedido,es
277,Sacar maximo un 9 y mínimo 6-7 en mis exámenes 🥺 https://t.co/mZRZk9fXmS,0,sacar maximo minimo examenes,es
279,@tresmasciento Yo estoy viendo al Madrid 😃,0,viendo madrid,es
280,@TulioMontes5 Tenía razón Lyndon.,0,tenia razon lyndon,es
282,"@pualinova Wajajaj Fotolog, nunca pude rescatar las fotos…",0,wajajaj fotolog nunca pude rescatar fotos,es
285,"Buena W vs esta gente sin Larkin, ojalá no verlos en PO este año estén como estén 🙏🏻 #Euroleague",0,buena w v gente larkin ojala verlos po ano esten esten euroleague,es
286,Esq faltan Asia Australia y latam ESTOY TAN ORGULLOSA https://t.co/azuydvL1TB,0,esq faltan asia australia latam tan orgullosa,es
288,Celebran los que se hacen ricos con la fé....,0,celebran hacen rico fe,es
289,"@eltemaguillev Fraudes que no sustentaron con prueba alguna, además de cajas vacías. Ya, supérenlo.",0,fraudes sustentaron prueba alguna ademas cajas vacias superenlo,es
290,Me dí una siesta súper larga y aún así desperté de mal humor.,0,di siesta super larga aun asi desperte mal humor,es
291,"@irmoralesl De dónde se le ocurra!
De TODO!!
Por eso es ➡👇👇👇👇
#LopezElReyDelCash",0,ocurra lopezelreydelcash,es
292,@CapitanBitcoin @esCesarVidal hacen bien,0,hacen bien,es
293,"Como dijo del gran Ismael Saz, existe una corriente ""intelectual"" que cree que la historia de España del XX es la historia de un progreso económico y liberal ""consensuado"", dirigido por una élites, que entronca Restauración con Transición, como si lo otro fuese una paréntesis.",0,dijo gran ismael saz existe corriente intelectual cree historia espana xx historia progreso economico liberal consensuado dirigido elite entronca restauracion transicion si parentesis,es
294,"@TheAshen_On3 @FCIM_SS El más odiado por los perdedores obviamente, pero plr si no sabias es el que más hinchas tiene en Italia.",0,ma odiado perdedores obviamente plr si sabias ma hinchas italia,es
295,"@jxstacrazylady igual yo lo dije una vez, les guste o no el destino de ellos está unido así que aunque se crean los grandes jugadores ya les va a tocar salir y darse cuenta que no importa ni las estrategias ni los grupos y que si no fuera por nachiago estaban cancelados desde la segunda semana",0,igual dije vez guste destino unido asi aunque crean grandes jugadores va tocar salir darse cuenta importa estrategias grupos si nachiago cancelados segunda semana,es
299,@Clauuordg23_ es verdad facilito,0,verdad facilito,es
304,Quiero dejar de sentir tanto,0,quiero dejar sentir,es
305,"Y ya hoy dos años, gracias a Dios 🙇🏽💯❤️",0,hoy do ano gracias dios,es
307,"Hola algún prestamista por acá, pago en tiempo y forma",0,hola algun prestamista aca pago tiempo forma,es
308,"👏👏👏👏👏
¡Derrochólico tu padre! https://t.co/FIQ7bETY62 a través de @voz_populi",0,derrocholico padre trave,es
312,te extraño profe de humanidades eras mi mayor apoyo emocional https://t.co/0YZF413wC0,0,extrano profe humanidades mayor apoyo emocional,es
313,"@Nahareno Hoy más que nunca son necesarios... Con el teletrabajo, la jornadas, entre pega y pega casera, que igual es pega, son como de 28 horas. Es difícil desconectarse. Un día libre es oro puro. Ahora, por ejemplo, después de esa copa de vino, bajo con los críos a pelotear un rato.",0,hoy ma nunca necesarios teletrabajo jornadas pega pega casera igual pega horas dificil desconectarse dia libre oro puro ahora ejemplo despues copa vino bajo crios pelotear rato,es
314,@camimoreira06 Que sea rojo y manda foto,0,rojo manda foto,es
315,"@Weps_UNAS @GabrielDeledda Pero Veronika puede decir lo que quiera, es una opinión, atarantado.",0,veronika puede decir quiera opinion atarantado,es
317,"El mayor encuentro de CIOs, gerencias y áreas de TI de Latinoamérica reunirá a expertos a conversar en torno al futuro digital de los negocios

https://t.co/NJSvXqOaAa https://t.co/oCstUp9RwH",0,mayor encuentro cio gerencias area latinoamerica reunira expertos conversar torno futuro digital negocios,es
318,@mursfumeurs Entonces falta poquito para tu cumpleaños,0,entonces falta poquito cumpleanos,es
321,joder esto sí es cine https://t.co/BkIx5SSM6I https://t.co/GWJ4OvGRI2,0,joder si cine,es
322,"@Cheesegorath @mariomanica96 Ya está grande para andar proyectando sus inseguridades en otros, al chile.",0,grande andar proyectando inseguridades chile,es
323,@MRojacing creo que se toma el tiempo que otros no se animan,0,creo toma tiempo animan,es
324,"Horroroso, de los del Pes https://t.co/CIwBKog433",0,horroroso pe,es
325,"@martamrivas1505 Jajajaajaja qué arte tienes!
¿Pero entonces tenéis cosas frikis?",0,arte entonces teneis cosas frikis,es
329,"El enviado de la UE para la ONU dice ante la Asamblea General que es ""inaceptable"" el cierre de escuelas https://t.co/UN1dfLswit",0,enviado ue onu dice asamblea general inaceptable cierre escuelas,es
330,Es que es HERMOSA🗣 https://t.co/yV7a5b6MsX,0,hermosa,es
332,"apenas vi que decía ""indigo"" y deliré que era una colaboración con camilo",0,apenas vi decia indigo delire colaboracion camilo,es
333,@F_Espariz Con. Y sin azúcar.,0,azucar,es
334,@SofVallejo1 Yo te avise pueeee siempre lo mismo con esta chiquita no aprende,0,avise pueee siempre mismo chiquita aprende,es
335,Massa proviene de la UCD. Todo concuerda. Nos metieron de cabeza otra vez en el menemismo. https://t.co/gfIER4IdEv,0,massa proviene ucd concuerda metieron cabeza vez menemismo,es
336,"47, yo sí que me he quedado pasmá #FirstDates10N",0,si quedado pasma firstdates n,es
337,"@marianagc Así estamos en MX, solo que en contra de ustedes. 😎",0,asi mx solo ustedes,es
340,"Remix @daddy_yankee 
@DYMFC_Argentina @DYMFC_BsAires 
♪♫

Solicita Tus Canciones Con #JandrewFlowAlAire 

Sonando Al Aire #SoloGenerosColombia - #LaMasUrbana | https://t.co/xPkIrHqZsy |",0,remix solicita canciones jandrewflowalaire sonando aire sologeneroscolombia lamasurbana,es
341,Me encanta que os esté encantando💙 https://t.co/k9VXos1hfW,0,encanta encantando,es
342,@clarayemaside @claracintero listo ✊🏿,0,listo,es
344,A lo que hay que añadir los tapones a mano abierta de Tavares,0,anadir tapones mano abierta tavares,es
345,@karyvis @TERESADINAMICAS Q rica para secarte con la lengua y cogerte de serpiente,0,q rica secarte lengua cogerte serpiente,es
346,"PD: envidio a Finlandia con su HX, deberíamos copiar el mismo concepto, nos ahorramos de los viáticos de algunos",0,pd envidio finlandia hx deberiamos copiar mismo concepto ahorramos viaticos,es
348,"@popindustrynet Hola Buenas tardes,Contáctanos por esté medio para ayudarte con tu inconveniente Déjanos tú número de teléfono para que un Ejecutivo de cuenta se comunique con usted Mastercard Argentina.",0,hola buenas tardes contactanos medio ayudarte inconveniente dejanos numero telefono ejecutivo cuenta comunique usted mastercard argentina,es
350,@gonzalosolislo Le jodieron el paseo a Firulais 😡,0,jodieron paseo firulais,es
351,"@soleangusfr Este pendejo no aprende...es un completo cara de baqueta...si no se lanza flores el mismo entonces quien, un héroe que merece el mismo fin que Alfaro.... más mentiroso que Pinocho.",0,pendejo aprende completo cara baqueta si lanza flores mismo entonces heroe merece mismo fin alfaro ma mentiroso pinocho,es
353,"@sandraaortizz_ no jodas
¿con quien vas?",0,jodas va,es
354,Minialcaldías llevan servicios a miles de ciudadanos en Santo Domingo Este https://t.co/yDtF6LpbxE,0,minialcaldias llevan servicios mile ciudadanos santo domingo,es
355,@hlmyhouse Olvídate ya cuando los ahorre sabía a dónde probablemente iban a parar jajajajja,0,olvidate ahorre sabia probablemente iban parar,es
356,Creo que no voy a comer,0,creo voy comer,es
357,Pues subí de cinturón. https://t.co/6V0e7ZCfrS,0,pues subi cinturon,es
358,Esto ya es next level. El nivel al que han convertido a la población en zombies del gobierno es: https://t.co/gxAV0vlpfe,0,next level nivel convertido poblacion zombie gobierno,es
359,@naosanowo Uy hablando de funa funaron a una compañera quieres chisme? 🤭 @naosanowo,0,uy hablando funa funaron companera quieres chisme,es
360,que más me puede pasar para que este jueves sea BIEN DEL ORTOOOOOO!,0,ma puede pasar jueves bien ortooo,es
361,"@Cruz84236706 ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,hoy wakanda serum siempre espera panteranegra wakanda siempre cines consigue ticket ahora,es
362,@AndaluciaSinVOX Hablo con dios y dios le dijo hija mía dale caña a sanchez o te llevo por delante,0,hablo dios dios dijo hija mia dale cana sanchez llevo delante,es
363,@FAhorro que pasa con sus repartidores? aventando la moto entre carriles sin precaución para los peatones. Esto en Rojo Gómez https://t.co/Wb1FhkHuid,0,pasa repartidores aventando moto carriles precaucion peatones rojo gomez,es
364,"@beguvivi3 ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,hoy wakanda serum siempre espera panteranegra wakanda siempre cines consigue ticket ahora,es
365,@Parientonivan86 @MuyEnojadoSoy Debe tener plata como un hp voy 🐂,0,debe tener plata hp voy,es
366,"Que chistoso, sera que su pareja sabe que siempre que se pelean el otro me busca 😂 porque solo conmigo es pasivo y con activo 😶",0,chistoso serum pareja sabe siempre pelean busca solo conmigo pasivo activo,es
367,"No mamen xd no fueron causados por los programas, uno fue estrategia de defensa y otra porque la banda se cree todo lo que sale en la tele. https://t.co/URFEUYH2ff",0,mamen xd causados programas estrategia defensa banda cree sale tele,es
368,Misericórdia que sono,0,misericordia sono,es
369,"@carlosfigueroa6 @AsambleaEcuador @VillaFernando_ Sigues no? Don Villa, te cogió como gil porque fuiste el de la trilogía el único que cayó preso, mientras él, ni cojudo se escondió y hasta lloriqueando pidió disculpas.",0,sigues don villa cogio gil trilogia unico cayo preso mientras cojudo escondio lloriqueando pidio disculpas,es
370,@JuampaSantos Deje de ser tan huevón que eso no determina nada!!!,0,deje ser tan huevon determina,es
371,@Ulises77379168 facil si tienes pruebas denuncielo o ud es alcahuete con pruebas o es un odiador sin pruebas y ci no es nada entonces no joda,0,facil si pruebas denuncielo ud alcahuete pruebas odiador pruebas ci entonces joda,es
373,"@ChumelTorres Decirle a un racista que es racista, es decir sus calificativos, no significa que la persona se encuentre enojada. @ChumelTorres eres surrealista!!",0,decirle racista racista decir calificativos significa persona encuentre enojada surrealista,es
374,Tanta lluvia anoche para el solaso de hoy,0,tanta lluvia anoche solaso hoy,es
375,"Pero si el presidente pos, qué quiere que se proteja en un local de sanguchitos https://t.co/zWoqWIHE2C",0,si presidente po quiere proteja local sanguchitos,es
376,"5sos, Black sabbath, motley crue, metallica, caramelos de cianuro https://t.co/qJchuG0yla",0,so black sabbath motley crue metallica caramelos cianuro,es
378,Y ellos pusieron 14 toneladas de piedras contra la democracia https://t.co/mphJR5qIx1,0,pusieron toneladas piedras democracia,es
380,"@JustXigmaZ Y ese guapo? 🧐
 te invito un don julio y unas pinches chelas, jalas?",0,guapo invito don julio unas pinch chela jalas,es
381,"""Isaías 42:8 Yo, Yahvéh, ese es mi nombre,  mi gloria a otro no cedo,  ni mi prez a los ídolos. 
""#Biblia https://t.co/UD909bqk18",0,isaias yahveh nombre gloria cedo prez idolos biblia,es
382,@IdiazAyuso Te iba a escribir un tweet largo dando explicaciones...pero mira...tu puta madre,0,iba escribir tweet largo dando explicaciones mira puta madre,es
383,"Sobre los liberales, ciudadaners y terceraespañistas y sus esputos por el sello PCE: mejor harían en preguntarse con quién se posicionó la clase política (y social) que vertebró el liberalismo de la Restauración que tanto reivindican.
De ""sangre"" y ""criminales"" van sobrados.",0,liberales ciudadaners terceraespanistas esputos sello pce mejor harian preguntarse posiciono clase politica social vertebro liberalismo restauracion reivindican sangre criminales van sobrados,es
384,Todo es pasajero https://t.co/245azZiKjN,0,pasajero,es
385,@diegoricob10 Ctm por tu culpa ya no me habla,0,ctm culpa habla,es
386,@Patatain @realmikefox Necesito otro trabajo 😩,0,necesito trabajo,es
387,"@jaimeocupa @piedrahitangela @FiscaliaCol @policia @CongresoCol 
Y qué tal si se pronuncian al respecto?",0,tal si pronuncian respecto,es
388,"@victormunitis18 @SuColegaaRM NO, su momento ya pasó y fue el mejor pero hay que dejar sitio a los que viene detrás, soy positivo con la roja de cara al mundial vamos hacer bien las cosas",0,momento paso mejor dejar sitio viene detras positivo roja cara mundial vamos hacer bien cosas,es
389,Otros dialogaban con Odebrech.......  Eso si les gusta https://t.co/gEtmUwjPM2 https://t.co/oY3c2Wg4Wt,0,dialogaban odebrech si gusta,es
391,@PolloMoralesEC logico pues pollo hasta la pregunta vamos sueltala,0,logico pues pollo pregunta vamos sueltala,es
395,@payasoloco204 @EFEnoticias Hay muchos pero por momento Biden es un demente que hace lo que le cuentan y es muy fácil de manipular. Mpa cuando Trump no!!.. La salud mental hace todo,0,momento biden demente hace cuentan facil manipular mpa trump salud mental hace,es
397,@cevallosmare No me digas que el nombre comienza con A y el apellido termina en A 😨,0,digas nombre comienza apellido termina,es
398,No le muerdo nada que me pone los cuernos  #FirstDates10N https://t.co/LfnoA7rWgE,0,muerdo pone cuernos firstdates n,es
399,Familiares de menores fueron atendidos por fiscales en el Ministerio Público Fiscal local https://t.co/68ZVzEt7jN,0,familiares menores atendidos fiscales ministerio publico fiscal local,es
400,Mi beli lo diosa que eres !!!😍 https://t.co/oceAhypDGh,0,beli diosa,es
402,"@MovistarPlus @SEFutbol Hola, donde vais a dar los partidos de la copa del rey? Saludo",0,hola vais dar partidos copa rey saludo,es
403,@_3Gramos Ni vos te tenes confiar querido y haces bien. Se te viene la noche. #chaumonos,0,vos tenes confiar querido haces bien viene noche chaumonos,es
405,Acaba de publicar una foto en Venezuela https://t.co/4fJuRbqBRw,0,acaba publicar foto venezuela,es
406,"La justicia DEBE SER PAREJA y son culpables tanto Rautel cómo Vanessa, y si creer que las mujeres no son unas santas me hace menos feminista ENTONCES LO SOY, no se trata en ir en contra de los hombres, se trata de buscar justicia para las mujeres y en este caso es buscar justicia",0,justicia debe ser pareja culpables rautel vanessa si creer mujeres unas santa hace menos feminista entonces trata ir hombre trata buscar justicia mujeres caso buscar justicia,es
407,"@CHVNoticias Bucha que wevean gente desocupada, dejen que haga la pega mierda!!!!",0,bucha wevean gente desocupada dejen haga pega mierda,es
409,"""En Obras Públicas trabajamos Nación, Provincia y Municipios para resolver la vida a los vecinos. Lo hacemos en conjunto""",0,obras publicas trabajamos nacion provincia municipios resolver vida vecinos hacemos conjunto,es
411,"🔴 La hermandad de la Paz habría tenido que recorrer 5 kilómetros desde la Parroquia de San Sebastián hasta la Alameda de Hércules.

➡️ En caso de que finalmente se hubiera aprobado el recorrido común planteado por el @Ayto_Sevilla y @ElConsejoSev.

📲 #TDSCofrade https://t.co/1XUPQA8qtB",0,hermandad paz habria recorrer kilometros parroquia san sebastian alameda hercules caso finalmente aprobado recorrido comun planteado tdscofrade,es
412,"Hace unos días un sector de la CD propuso a Carlos Tévez como DT y lo sigue manteniendo como candidato. Por otra parte se avanzó en el posible arribo de Leandro Stillitano a #Independiente 🔴

Hay posturas opuestas e ¿intereses detrás de las decisiones? 🤔 https://t.co/7wFdznFZ7l",0,hace dia sector cd propuso carlos tevez dt sigue manteniendo candidato parte avanzo posible arribo leandro stillitano independiente posturas opuestas intereses detras decisiones,es
413,"@NestorAburto2 

3:18 Dije en mi corazón: Es así, por causa de los hijos de los hombres, para que Dios los pruebe, y para que vean que ellos mismos son semejantes a las bestias.",0,dije corazon asi causa hijos hombre dios pruebe vean mismos semejantes bestias,es
414,"vaaas cabeza de algodón, dame mi beca que en cualquier momento saca fechas Louis",0,vaaas cabeza algodon dame beca cualquier momento saca fechas louis,es
415,"10 DE NOVIEMBRE DE 2001.

21 años pasaron de su partido despedida, dejando una frase inmortal que prevalecerá por todos los tiempos, asi como él: https://t.co/eNHhTHA6cU",0,noviembre ano pasaron partido despedida dejando frase inmortal prevalecera tiempos asi,es
417,"Paola Ugaz visita a Francisco y le informa de los ABUSOS SEXUALES del Sodalicio.
Noten la expresión de Francisco; la misma que pone cada vez que recibe a comunistas, progres, globalistas y aborteros 😅
Como dijo Milei: ""es el representante del maligno"" 😆 https://t.co/9b85nJuyr4",0,paola ugaz visita francisco informa abusos sexuales sodalicio noten expresion francisco misma pone cada vez recibe comunistas progres globalistas aborteros dijo milei representante maligno,es
418,"@lachicaperoncha @CFKArgentina @IreneMontero Cobrando 6 millones de pesos cuando un jubilado cobra $37mil . Se nota que tiene empatía y que comprende.
#peronchos",0,cobrando millones peso jubilado cobra mil nota empatia comprende peronchos,es
419,hueon... esto es culpa de las chiquillas del gc y mía JAKDNFKFN https://t.co/HNZCSRA4Gt,0,hueon culpa chiquillas gc mia jakdnfkfn,es
421,"@PenchoDuque Entiendo a los que le ponen azúcar al tamal, o que no les guste las pupusas de loroco...
No hay nada de  Malo😬
Eso si, yo le pongo mineral al whisky y hierba buena al ron. 😋",0,entiendo ponen azucar tamal guste pupusas loroco malo si pongo mineral whisky hierba buena ron,es
422,Ahora no me atrevo es que ya no somos niños,0,ahora atrevo ninos,es
423,"cosas de reina, toco ver la serie para ver a mi amiga nada que hacer https://t.co/hllNECMF3A",0,cosas reina toco ver serie ver amiga hacer,es
424,@megumi_tsukino2 Te juro que son capaces xq la cabeza de termo que tienen no les permite pensar con claridad,0,juro capaces xq cabeza termo permite pensar claridad,es
425,porque el alma nunca muere,0,alma nunca muere,es
427,"@axelsolisrmz @LigaBBVAMX Muy buen técnico, usualmente tenía equipos limitados. Tigres y Tuca dejaron una muy buena base que le sacaron el trabajo al piojo. Solo el estilo de juego es defensivo al estilo vuce y tuca",0,buen tecnico usualmente tenia equipos limitados tigres tuca dejaron buena base sacaron trabajo piojo solo estilo juego defensivo estilo vuce tuca,es
